Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Raul Fernier,1/19/1968,856-19-1007,19187,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55,7688,0
Fremont Fozard,4/29/2011,438-95-5960,81075,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,12,0,2415
Agnese Bisset,1/12/1955,159-03-8359,7836,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K,68,0,0
Vi Gullivent,3/1/1991,133-13-8980,48931,,12th,8,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,32,0,0
Emelina Tailour,2/19/1974,208-80-7558,42183,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,70,United-States,<=50K,49,0,0
Vikky Vedikhov,8/31/1969,582-75-3181,17748,Private,Some-college,10,Divorced,Sales,Own-child,White,Female,30,United-States,<=50K,54,0,0
Clemmy Duddle,11/25/1962,795-54-0373,67685,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,61,0,0
Elizabeth Le Houx,5/31/1971,398-59-2997,21851,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,52,0,0
Kizzee Poon,6/7/1957,524-39-6824,7471,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,66,0,0
Cass Bloodworthe,4/19/1958,648-74-8206,67005,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,65,3103,0
Kailey Debold,11/25/1963,260-45-4274,29971,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,43,United-States,<=50K,60,0,0
Mahmoud Chrichton,1/25/1986,378-93-8827,17695,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,37,0,0
Iver Blennerhassett,9/21/1990,367-60-2174,16501,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,33,0,0
Mufinella Lemm,10/13/1985,368-41-8133,97941,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K,38,0,0
Salomone Dismore,8/7/1996,365-74-7725,74398,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Germany,>50K,27,15024,0
Trey Fontin,8/11/1974,658-55-1923,13977,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,49,0,1980
Glad Bowra,8/8/1972,816-57-5354,10114,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,51,0,0
Brenda Scroxton,5/16/1991,734-40-3418,66547,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,32,0,0
Leupold Felder,10/14/2011,850-33-1836,82251,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,36,United-States,<=50K,12,0,0
Tyson Barus,1/16/2002,596-93-7130,3001,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,68,United-States,>50K,21,0,1887
Alley MacCumiskey,11/4/1973,672-17-0085,70732,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50,0,0
Thorsten Dyott,12/10/2003,119-02-9687,92313,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20,0,0
Faulkner Martinat,6/23/1959,462-36-6734,93519,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,64,0,0
Irma Rowlands,10/3/1972,822-22-2378,89875,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,51,0,0
Faina Thomassen,6/25/2007,496-95-7767,64400,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,4,United-States,<=50K,16,0,0
Yolanda Shadwick,8/9/1969,280-04-0609,50895,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K,54,0,1594
Wat Glacken,9/26/1981,872-36-8611,73233,,Some-college,10,Never-married,,Not-in-family,Black,Male,30,United-States,<=50K,42,0,0
Dana Yablsley,9/16/1964,288-86-6894,40798,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,59,0,0
Donavon McIleen,6/17/1982,789-58-9314,96467,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Own-child,White,Female,20,United-States,<=50K,41,0,0
Marjory Noquet,3/22/1993,870-41-4498,7570,Private,10th,6,Never-married,Other-service,Unmarried,White,Female,38,Peru,<=50K,30,0,0
Truman Dorbin,9/1/1974,179-88-2620,37885,State-gov,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,49,0,0
Daniele Fludgate,12/9/1966,309-32-7286,72692,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20,Canada,>50K,57,0,0
Pat Maffy,8/11/1951,551-08-2522,81592,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,72,0,0
Dermot Winfred,2/6/1988,127-54-8694,14388,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,35,0,0
Nedda Stainfield,4/19/1972,472-67-0843,77408,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,40,Mexico,<=50K,51,0,0
Debor Clemmow,4/1/1971,863-31-4874,46012,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K,52,3103,0
Keriann Shobrook,7/29/1990,519-18-8450,91310,,Some-college,10,Widowed,,Not-in-family,White,Female,12,United-States,<=50K,33,0,0
Georgia Spir,11/28/1975,580-51-2043,20858,,Some-college,10,Separated,,Unmarried,White,Male,40,United-States,<=50K,48,0,0
Angie Herion,5/26/1990,361-68-1496,3884,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,33,0,0
Yehudi Clapton,11/1/1994,112-32-0490,84337,,Doctorate,16,Widowed,,Not-in-family,White,Female,5,United-States,<=50K,29,0,0
Sax Wadie,2/14/1954,492-33-1199,20279,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,69,0,0
Priscilla Verna,6/27/2010,643-78-0814,64589,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,13,0,0
Ashlan Mulheron,12/8/1961,612-74-9385,62123,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,62,0,0
Jamie Langhorn,9/11/2002,179-53-5017,63777,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,<=50K,21,0,0
Alec Ovitts,7/9/1958,222-22-2345,73747,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,46,United-States,<=50K,65,0,0
Tybalt Dries,3/29/1986,383-68-4143,2745,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,37,0,0
Collette Battleson,1/21/1951,576-77-1255,39428,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,72,0,0
Ranique Jerke,7/10/1986,791-42-6015,7587,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,37,0,0
Nat Yates,9/23/1979,483-27-2857,94920,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K,44,0,0
Anatollo Draper,3/16/1986,624-20-5052,75323,Local-gov,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,44,United-States,<=50K,37,0,0
Neil Tills,4/25/1957,865-75-9259,89092,Private,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,66,0,0
Grover Wardrop,8/31/1953,871-15-4979,20995,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,34,United-States,<=50K,70,0,2042
Cicily Rishworth,11/27/2006,218-92-6260,54340,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,17,0,0
Harlin Yanov,11/3/1958,509-65-0704,91867,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,65,0,0
Barnard Incogna,6/26/2009,534-70-6608,33145,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,80,United-States,>50K,14,0,0
Wilmar Attewill,3/30/1953,659-16-3004,39493,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K,70,0,0
Kennith Dee,9/26/1955,375-49-1818,5198,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K,68,0,0
Erroll Reiling,7/14/1986,337-47-1632,81585,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K,37,0,0
Nanine Wix,11/10/1971,432-45-5505,32602,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,>50K,52,0,0
Clarice Grayston,4/1/1998,293-16-7802,17058,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25,0,0
Estrellita Brauner,9/21/1963,586-81-8905,19762,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,Mexico,<=50K,60,0,0
Nicol Yewen,7/9/1968,599-22-5789,83827,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55,0,0
Jobina Sange,6/23/2005,277-90-5964,67125,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K,18,0,0
Nappie Cubitt,10/24/1980,243-49-1013,73166,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,43,7688,0
Doretta Hudson,6/8/1952,847-31-6423,20182,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,71,0,0
Petronella Hindes,4/23/1972,376-53-2077,14215,Private,10th,6,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,51,0,0
Bary Fulk,8/30/1957,885-54-4291,220,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,66,0,0
Franny Wathen,10/17/1987,233-61-5136,26180,Private,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Black,Female,30,United-States,<=50K,36,0,0
Monique Boake,6/4/1978,278-11-2370,79882,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,65,United-States,<=50K,45,0,0
Barret Botwright,5/22/1964,833-04-2939,69545,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,25,United-States,<=50K,59,0,0
Filide Digman,12/20/1956,230-52-8798,65246,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,67,0,0
Kristoffer Yakebowitch,9/26/2006,186-69-0466,95352,Local-gov,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K,17,0,0
Hubie Kibbye,12/1/1963,885-68-9644,44354,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K,60,0,0
Alma McQuarter,8/29/1978,349-99-5199,12862,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,45,0,0
Benedetto Wagge,6/2/1995,163-57-9880,7469,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,28,0,0
Marice Sieghard,6/19/1966,376-76-3552,4366,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,,<=50K,57,0,0
Quent Roblett,3/3/1962,505-58-9076,2544,Local-gov,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,40,United-States,<=50K,61,0,0
Ambrose Klulik,3/24/2001,884-78-5987,56047,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,22,0,1977
Waylan Gunn,1/19/1998,437-75-1167,41472,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,25,0,0
Babita De Ath,2/21/1953,823-20-9650,25875,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,70,0,0
Evie Barkes,9/16/1953,442-68-0045,68711,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,40,United-States,<=50K,70,0,0
Bernetta Hartzogs,9/6/1985,544-62-2960,58131,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K,38,0,0
Dorothee Pfeifer,7/25/1985,782-76-0115,56638,Private,Preschool,1,Divorced,Other-service,Not-in-family,Other,Male,72,Mexico,<=50K,38,0,0
Maddy Franzotto,1/13/1996,553-68-2713,18834,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,>50K,27,0,0
Viola Wadhams,9/14/1998,124-92-1974,49928,Private,9th,5,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,25,0,0
Dud O'Ferris,8/11/2003,382-39-3618,33625,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5,United-States,>50K,20,0,0
Even Clemanceau,6/7/1989,479-19-7928,11495,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K,34,0,0
Perry Gaytor,10/10/2004,409-78-7510,54247,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,42,United-States,<=50K,19,0,0
Fernande Lotwich,1/19/1969,747-08-3059,92695,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,8,United-States,<=50K,54,0,0
Sascha Irvine,11/15/1966,257-03-3894,56960,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,50,United-States,<=50K,57,0,0
Dallis McGiff,7/23/1971,794-10-6095,38952,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,48,United-States,<=50K,52,0,0
Ax De Avenell,11/17/1961,414-22-5142,75151,Private,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,62,6849,0
Manda Gaughan,6/25/1952,138-55-3450,95798,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,35,United-States,<=50K,71,0,0
Linda Sara,3/4/1989,406-25-2084,11126,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,34,0,0
Gerri Bolitho,6/16/1981,667-77-5191,2126,Private,12th,8,Never-married,Sales,Own-child,White,Female,18,United-States,<=50K,42,0,0
Cy Rowth,6/23/1952,760-41-0927,1011,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,71,14344,0
Guntar Pettis,6/17/1996,770-24-0457,48709,Private,5th-6th,3,Separated,Craft-repair,Not-in-family,Other,Male,35,Mexico,<=50K,27,0,0
Tony Seamen,6/5/1967,568-53-1151,1289,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,30,United-States,<=50K,56,0,0
Bev Gritton,2/12/1971,158-30-1126,6585,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,<=50K,52,3674,0
Sybilla Huonic,7/15/1954,103-62-5515,8523,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,50,United-States,<=50K,69,0,0
Corilla Stidworthy,8/26/1971,793-92-0308,66601,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,Male,50,United-States,>50K,52,0,0
Rusty Deeks,6/22/1962,173-29-8390,51720,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K,61,0,0
Cristin Dillet,1/14/1968,589-63-1559,87223,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,>50K,55,0,0
Torrey Padden,7/30/1953,843-78-1684,78285,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,70,0,0
Kayley Belasco,2/10/2007,619-20-1568,15425,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,16,0,0
Rora Fogarty,2/27/1961,643-89-4358,15322,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,62,0,0
Brian Skipping,1/7/2004,282-16-8067,36757,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,>50K,19,0,0
Roddy Acarson,2/15/1964,620-70-9858,79242,Private,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Other,Female,40,Guatemala,<=50K,59,0,0
Junia Mennell,8/23/1964,615-12-4097,61450,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,56,United-States,<=50K,59,0,0
Floris Gostridge,3/31/1984,146-49-5783,56711,,Some-college,10,Married-civ-spouse,,Wife,White,Female,20,United-States,<=50K,39,0,0
Cynde Oxbrough,1/7/1960,867-59-7287,23331,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,63,4064,0
Garvin Djurevic,11/18/1950,720-32-0414,43479,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,73,0,0
Gaby Spittles,11/7/1968,627-70-2147,65786,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55,0,0
Thalia Petrelli,3/7/1987,612-94-3871,88041,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K,36,0,0
Jeanna Burn,1/4/1951,118-32-6133,16727,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,72,0,0
Chelsea Bonett,6/7/2007,616-07-3192,32136,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K,16,0,0
Muire Luckwell,6/5/1996,653-95-3494,67996,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,27,0,0
Dee dee Ianne,12/12/1985,546-75-6792,26174,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,38,20051,0
Brett Well,7/27/2004,415-22-4141,20375,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,19,0,0
Cristi Hoodspeth,9/30/1952,688-38-2721,72488,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,71,0,0
Sarita Porker,1/17/1955,574-11-0624,21445,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,68,0,0
Warde Southam,10/29/1975,433-25-1190,57514,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,48,0,0
Richard Thursfield,5/28/1997,348-91-6394,54584,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,United-States,>50K,26,20051,0
Danya Bunch,2/18/1983,769-01-8226,52056,Private,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,40,6849,0
Carlen Drage,2/9/1955,609-33-0856,83443,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,68,0,0
Teodoro McKeady,1/1/2000,659-24-7236,83588,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,23,0,0
Renelle Ketteringham,7/20/1990,352-61-7538,23306,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,33,0,0
Eydie Lyddon,12/16/1987,180-25-2796,70066,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K,36,0,0
Elias Waszczykowski,6/7/2010,592-89-6341,82167,,9th,5,Separated,,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States,<=50K,13,0,0
Jamil Ancketill,4/3/1970,896-72-6929,46997,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,53,15024,0
Veronika Perryn,3/6/1983,768-09-6906,7646,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,35,United-States,<=50K,40,0,0
Rosmunda Shiels,6/30/1951,512-58-4837,56258,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,48,United-States,<=50K,72,0,0
Danica Embery,7/10/1973,540-79-2568,1853,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,30,United-States,<=50K,50,0,0
Bevin Domb,3/13/1992,195-09-8184,73662,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Iran,<=50K,31,0,0
Naomi Beaument,11/1/2009,792-67-3505,86978,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,55,United-States,<=50K,14,0,0
Debby Maliphant,8/17/1981,747-43-5478,90668,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,42,0,0
Zollie Treuge,9/8/2010,181-97-3206,80259,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,13,0,0
Manny Elcomb,11/4/1999,854-09-3896,47783,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20,United-States,<=50K,24,0,0
Clea Byrne,9/9/2002,733-96-5189,69311,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,21,7688,0
Robby Wanden,9/28/2001,864-96-6513,26421,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,72,Mexico,<=50K,22,0,0
Idette Whooley,5/9/1969,474-49-2066,86064,Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,Other,Female,40,Dominican-Republic,<=50K,54,0,0
